year_month,month_of_release,passenger_type,direction,sex,age,estimate
2006-01,2020-09,Long-term migrant,Net,Male,40-44 years,130
2006-01,2020-09,Long-term migrant,Net,Female,45-49 years,74
2006-01,2020-09,Long-term migrant,Net,Male,45-49 years,60
2006-01,2020-09,Long-term migrant,Net,Female,5-9 years,138
2006-01,2020-09,Long-term migrant,Net,Male,5-9 years,180
2006-01,2020-09,Long-term migrant,Net,Female,50-54 years,11
2006-01,2020-09,Long-term migrant,Net,Male,50-54 years,5
2006-01,2020-09,Long-term migrant,Net,Female,55-59 years,34
2006-01,2020-09,Long-term migrant,Net,Male,55-59 years,5
2006-01,2020-09,Long-term migrant,Net,Female,60-64 years,36
2006-01,2020-09,Long-term migrant,Net,Male,60-64 years,24
2006-01,2020-09,Long-term migrant,Net,Female,65-69 years,17
2006-01,2020-09,Long-term migrant,Net,Male,65-69 years,23
2006-01,2020-09,Long-term migrant,Net,Female,70-74 years,-2
2006-01,2020-09,Long-term migrant,Net,Male,70-74 years,5
2006-01,2020-09,Long-term migrant,Net,Female,75-79 years,1
2006-01,2020-09,Long-term migrant,Net,Male,75-79 years,3
2006-01,2020-09,Long-term migrant,Net,Female,80-84 years,5
2006-01,2020-09,Long-term migrant,Net,Female,85-89 years,2
2006-01,2020-09,Long-term migrant,Net,Male,85-89 years,3
2006-01,2020-09,Long-term migrant,Net,Female,90+ years,3
2006-01,2020-09,Long-term migrant,Net,Male,90+ years,2
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,755
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,957
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,977
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1059
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1586
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1328
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,1065
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,835
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,521
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,859
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,315
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,244
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,184
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,116
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,55
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,29
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,17
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,10
2006-01,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,557
2006-01,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,603
2006-01,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,697
2006-01,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1326
2006-01,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1140
2006-01,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,745
2006-01,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,579
2006-01,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,524
2006-01,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,387
2006-01,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,541
2006-01,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,299
2006-01,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,205
2006-01,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,124
2006-01,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,76
2006-01,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,52
2006-01,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,25
2006-01,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,12
2006-01,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,5
2006-01,2020-09,Long-term migrant,Net,TOTAL,0-4 years,198
2006-01,2020-09,Long-term migrant,Net,TOTAL,10-14 years,354
2006-01,2020-09,Long-term migrant,Net,TOTAL,15-19 years,280
2006-01,2020-09,Long-term migrant,Net,TOTAL,20-24 years,-267
2006-01,2020-09,Long-term migrant,Net,TOTAL,25-29 years,446
2006-01,2020-09,Long-term migrant,Net,TOTAL,30-34 years,583
2006-01,2020-09,Long-term migrant,Net,TOTAL,35-39 years,486
2006-01,2020-09,Long-term migrant,Net,TOTAL,40-44 years,311
2006-01,2020-09,Long-term migrant,Net,TOTAL,45-49 years,134
2006-01,2020-09,Long-term migrant,Net,TOTAL,5-9 years,318
2006-01,2020-09,Long-term migrant,Net,TOTAL,50-54 years,16
2006-01,2020-09,Long-term migrant,Net,TOTAL,55-59 years,39
2006-01,2020-09,Long-term migrant,Net,TOTAL,60-64 years,60
2006-01,2020-09,Long-term migrant,Net,TOTAL,65-69 years,40
2006-01,2020-09,Long-term migrant,Net,TOTAL,70-74 years,3
2006-01,2020-09,Long-term migrant,Net,TOTAL,75-79 years,4
2006-01,2020-09,Long-term migrant,Net,TOTAL,80-84 years,5
2006-01,2020-09,Long-term migrant,Net,TOTAL,85-89 years,5
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,9
2006-01,2020-09,Long-term migrant,Departures,TOTAL,90+ years,4
2006-01,2020-09,Long-term migrant,Net,TOTAL,90+ years,5
2006-01,2020-09,Long-term migrant,Arrivals,Female,TOTAL,5557
2006-01,2020-09,Long-term migrant,Arrivals,Male,TOTAL,5364
2006-01,2020-09,Long-term migrant,Departures,Female,TOTAL,3921
2006-01,2020-09,Long-term migrant,Departures,Male,TOTAL,3980
2006-01,2020-09,Long-term migrant,Net,Female,TOTAL,1636
2006-01,2020-09,Long-term migrant,Net,Male,TOTAL,1384
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,10921
2006-01,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,7901
2006-01,2020-09,Long-term migrant,Net,TOTAL,TOTAL,3020
2006-02,2020-09,Long-term migrant,Arrivals,Female,0-4 years,253
2006-02,2020-09,Long-term migrant,Arrivals,Male,0-4 years,304
2006-02,2020-09,Long-term migrant,Arrivals,Female,10-14 years,289
2006-02,2020-09,Long-term migrant,Arrivals,Male,10-14 years,308
2006-02,2020-09,Long-term migrant,Arrivals,Female,15-19 years,638
2006-02,2020-09,Long-term migrant,Arrivals,Male,15-19 years,625
2006-02,2020-09,Long-term migrant,Arrivals,Female,20-24 years,855
2006-02,2020-09,Long-term migrant,Arrivals,Male,20-24 years,794
2006-02,2020-09,Long-term migrant,Arrivals,Female,25-29 years,760
2006-02,2020-09,Long-term migrant,Arrivals,Male,25-29 years,806
2006-02,2020-09,Long-term migrant,Arrivals,Female,30-34 years,598
2006-02,2020-09,Long-term migrant,Arrivals,Male,30-34 years,567
2006-02,2020-09,Long-term migrant,Arrivals,Female,35-39 years,373
2006-02,2020-09,Long-term migrant,Arrivals,Male,35-39 years,425
2006-02,2020-09,Long-term migrant,Arrivals,Female,40-44 years,303
2006-02,2020-09,Long-term migrant,Arrivals,Male,40-44 years,319
2006-02,2020-09,Long-term migrant,Arrivals,Female,45-49 years,163
2006-02,2020-09,Long-term migrant,Arrivals,Male,45-49 years,224
2006-02,2020-09,Long-term migrant,Arrivals,Female,5-9 years,266
2006-02,2020-09,Long-term migrant,Arrivals,Male,5-9 years,252
2006-02,2020-09,Long-term migrant,Arrivals,Female,50-54 years,165
2006-02,2020-09,Long-term migrant,Arrivals,Male,50-54 years,133
2006-02,2020-09,Long-term migrant,Arrivals,Female,55-59 years,113
2006-02,2020-09,Long-term migrant,Arrivals,Male,55-59 years,102
2006-02,2020-09,Long-term migrant,Arrivals,Female,60-64 years,93
2006-02,2020-09,Long-term migrant,Arrivals,Male,60-64 years,75
2006-02,2020-09,Long-term migrant,Arrivals,Female,65-69 years,61
2006-02,2020-09,Long-term migrant,Arrivals,Male,65-69 years,82
2006-02,2020-09,Long-term migrant,Arrivals,Female,70-74 years,43
2006-02,2020-09,Long-term migrant,Arrivals,Male,70-74 years,28
2006-02,2020-09,Long-term migrant,Arrivals,Female,75-79 years,30
2006-02,2020-09,Long-term migrant,Arrivals,Male,75-79 years,25
2006-02,2020-09,Long-term migrant,Arrivals,Female,80-84 years,12
2006-02,2020-09,Long-term migrant,Arrivals,Male,80-84 years,9
2006-02,2020-09,Long-term migrant,Arrivals,Female,85-89 years,7
2006-02,2020-09,Long-term migrant,Arrivals,Male,85-89 years,3
2006-02,2020-09,Long-term migrant,Arrivals,Female,90+ years,3
2006-02,2020-09,Long-term migrant,Arrivals,Male,90+ years,4
2006-02,2020-09,Long-term migrant,Departures,Female,0-4 years,227
2006-02,2020-09,Long-term migrant,Departures,Male,0-4 years,251
2006-02,2020-09,Long-term migrant,Departures,Female,10-14 years,160
2006-02,2020-09,Long-term migrant,Departures,Male,10-14 years,155
2006-02,2020-09,Long-term migrant,Departures,Female,15-19 years,236
2006-02,2020-09,Long-term migrant,Departures,Male,15-19 years,276
2006-02,2020-09,Long-term migrant,Departures,Female,20-24 years,611
2006-02,2020-09,Long-term migrant,Departures,Male,20-24 years,596
2006-02,2020-09,Long-term migrant,Departures,Female,25-29 years,514
2006-02,2020-09,Long-term migrant,Departures,Male,25-29 years,573
2006-02,2020-09,Long-term migrant,Departures,Female,30-34 years,335
2006-02,2020-09,Long-term migrant,Departures,Male,30-34 years,429
2006-02,2020-09,Long-term migrant,Departures,Female,35-39 years,260
2006-02,2020-09,Long-term migrant,Departures,Male,35-39 years,268
2006-02,2020-09,Long-term migrant,Departures,Female,40-44 years,182
2006-02,2020-09,Long-term migrant,Departures,Male,40-44 years,258
2006-02,2020-09,Long-term migrant,Departures,Female,45-49 years,150
2006-02,2020-09,Long-term migrant,Departures,Male,45-49 years,167
2006-02,2020-09,Long-term migrant,Departures,Female,5-9 years,174
2006-02,2020-09,Long-term migrant,Departures,Male,5-9 years,192
2006-02,2020-09,Long-term migrant,Departures,Female,50-54 years,122
2006-02,2020-09,Long-term migrant,Departures,Male,50-54 years,135
2006-02,2020-09,Long-term migrant,Departures,Female,55-59 years,83
2006-02,2020-09,Long-term migrant,Departures,Male,55-59 years,107
2006-02,2020-09,Long-term migrant,Departures,Female,60-64 years,62
2006-02,2020-09,Long-term migrant,Departures,Male,60-64 years,69
2006-02,2020-09,Long-term migrant,Departures,Female,65-69 years,34
2006-02,2020-09,Long-term migrant,Departures,Male,65-69 years,40
2006-02,2020-09,Long-term migrant,Departures,Female,70-74 years,20
2006-02,2020-09,Long-term migrant,Departures,Male,70-74 years,14
2006-02,2020-09,Long-term migrant,Departures,Female,75-79 years,14
2006-02,2020-09,Long-term migrant,Departures,Male,75-79 years,13
2006-02,2020-09,Long-term migrant,Departures,Female,80-84 years,4
2006-02,2020-09,Long-term migrant,Departures,Male,80-84 years,6
2006-02,2020-09,Long-term migrant,Departures,Female,85-89 years,5
2006-02,2020-09,Long-term migrant,Departures,Female,90+ years,3
2006-02,2020-09,Long-term migrant,Departures,Male,90+ years,1
2006-02,2020-09,Long-term migrant,Net,Female,0-4 years,26
2006-02,2020-09,Long-term migrant,Net,Male,0-4 years,53
2006-02,2020-09,Long-term migrant,Net,Female,10-14 years,129
2006-02,2020-09,Long-term migrant,Net,Male,10-14 years,153
2006-02,2020-09,Long-term migrant,Net,Female,15-19 years,402
2006-02,2020-09,Long-term migrant,Net,Male,15-19 years,349
2006-02,2020-09,Long-term migrant,Net,Female,20-24 years,244
2006-02,2020-09,Long-term migrant,Net,Male,20-24 years,198
2006-02,2020-09,Long-term migrant,Net,Female,25-29 years,246
2006-02,2020-09,Long-term migrant,Net,Male,25-29 years,233
2006-02,2020-09,Long-term migrant,Net,Female,30-34 years,263
2006-02,2020-09,Long-term migrant,Net,Male,30-34 years,138
2006-02,2020-09,Long-term migrant,Net,Female,35-39 years,113
2006-02,2020-09,Long-term migrant,Net,Male,35-39 years,157
2006-02,2020-09,Long-term migrant,Net,Female,40-44 years,121
2006-02,2020-09,Long-term migrant,Net,Male,40-44 years,61
2006-02,2020-09,Long-term migrant,Net,Female,45-49 years,13
2006-02,2020-09,Long-term migrant,Net,Male,45-49 years,57
2006-02,2020-09,Long-term migrant,Net,Female,5-9 years,92
2006-02,2020-09,Long-term migrant,Net,Male,5-9 years,60
2006-02,2020-09,Long-term migrant,Net,Female,50-54 years,43
2006-02,2020-09,Long-term migrant,Net,Male,50-54 years,-2
2006-02,2020-09,Long-term migrant,Net,Female,55-59 years,30
2006-02,2020-09,Long-term migrant,Net,Male,55-59 years,-5
2006-02,2020-09,Long-term migrant,Net,Female,60-64 years,31
2006-02,2020-09,Long-term migrant,Net,Male,60-64 years,6
2006-02,2020-09,Long-term migrant,Net,Female,65-69 years,27
2006-02,2020-09,Long-term migrant,Net,Male,65-69 years,42
2006-02,2020-09,Long-term migrant,Net,Female,70-74 years,23
2006-02,2020-09,Long-term migrant,Net,Male,70-74 years,14
2006-02,2020-09,Long-term migrant,Net,Female,75-79 years,16
2006-02,2020-09,Long-term migrant,Net,Male,75-79 years,12
2006-02,2020-09,Long-term migrant,Net,Female,80-84 years,8
2006-02,2020-09,Long-term migrant,Net,Male,80-84 years,3
2006-02,2020-09,Long-term migrant,Net,Female,85-89 years,2
2006-02,2020-09,Long-term migrant,Net,Male,85-89 years,3
2006-02,2020-09,Long-term migrant,Net,Male,90+ years,3
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,557
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,597
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,1263
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1649
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1566
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1165
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,798
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,622
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,387
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,518
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,298
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,215
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,168
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,143
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,71
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,55
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,21
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,10
2006-02,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,478
2006-02,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,315
2006-02,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,512
2006-02,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1207
2006-02,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1087
2006-02,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,764
2006-02,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,528
2006-02,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,440
2006-02,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,317
2006-02,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,366
2006-02,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,257
2006-02,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,190
2006-02,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,131
2006-02,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,74
2006-02,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,34
2006-02,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,27
2006-02,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,10
2006-02,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,5
2006-02,2020-09,Long-term migrant,Net,TOTAL,0-4 years,79
2006-02,2020-09,Long-term migrant,Net,TOTAL,10-14 years,282
2006-02,2020-09,Long-term migrant,Net,TOTAL,15-19 years,751
2006-02,2020-09,Long-term migrant,Net,TOTAL,20-24 years,442
2006-02,2020-09,Long-term migrant,Net,TOTAL,25-29 years,479
2006-02,2020-09,Long-term migrant,Net,TOTAL,30-34 years,401
2006-02,2020-09,Long-term migrant,Net,TOTAL,35-39 years,270
2006-02,2020-09,Long-term migrant,Net,TOTAL,40-44 years,182
2006-02,2020-09,Long-term migrant,Net,TOTAL,45-49 years,70
2006-02,2020-09,Long-term migrant,Net,TOTAL,5-9 years,152
2006-02,2020-09,Long-term migrant,Net,TOTAL,50-54 years,41
2006-02,2020-09,Long-term migrant,Net,TOTAL,55-59 years,25
2006-02,2020-09,Long-term migrant,Net,TOTAL,60-64 years,37
2006-02,2020-09,Long-term migrant,Net,TOTAL,65-69 years,69
2006-02,2020-09,Long-term migrant,Net,TOTAL,70-74 years,37
2006-02,2020-09,Long-term migrant,Net,TOTAL,75-79 years,28
2006-02,2020-09,Long-term migrant,Net,TOTAL,80-84 years,11
2006-02,2020-09,Long-term migrant,Net,TOTAL,85-89 years,5
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,7
2006-02,2020-09,Long-term migrant,Departures,TOTAL,90+ years,4
2006-02,2020-09,Long-term migrant,Net,TOTAL,90+ years,3
2006-02,2020-09,Long-term migrant,Arrivals,Female,TOTAL,5025
2006-02,2020-09,Long-term migrant,Arrivals,Male,TOTAL,5085
2006-02,2020-09,Long-term migrant,Departures,Female,TOTAL,3196
2006-02,2020-09,Long-term migrant,Departures,Male,TOTAL,3550
2006-02,2020-09,Long-term migrant,Net,Female,TOTAL,1829
2006-02,2020-09,Long-term migrant,Net,Male,TOTAL,1535
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,10110
2006-02,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,6746
2006-02,2020-09,Long-term migrant,Net,TOTAL,TOTAL,3364
2006-03,2020-09,Long-term migrant,Arrivals,Female,0-4 years,294
2006-03,2020-09,Long-term migrant,Arrivals,Male,0-4 years,286
2006-03,2020-09,Long-term migrant,Arrivals,Female,10-14 years,201
2006-03,2020-09,Long-term migrant,Arrivals,Male,10-14 years,218
2006-03,2020-09,Long-term migrant,Arrivals,Female,15-19 years,237
2006-03,2020-09,Long-term migrant,Arrivals,Male,15-19 years,290
2006-03,2020-09,Long-term migrant,Arrivals,Female,20-24 years,503
2006-03,2020-09,Long-term migrant,Arrivals,Male,20-24 years,525
2006-03,2020-09,Long-term migrant,Arrivals,Female,25-29 years,665
2006-03,2020-09,Long-term migrant,Arrivals,Male,25-29 years,660
2006-03,2020-09,Long-term migrant,Arrivals,Female,30-34 years,509
2006-03,2020-09,Long-term migrant,Arrivals,Male,30-34 years,553
2006-03,2020-09,Long-term migrant,Arrivals,Female,35-39 years,356
2006-03,2020-09,Long-term migrant,Arrivals,Male,35-39 years,410
2006-03,2020-09,Long-term migrant,Arrivals,Female,40-44 years,227
2006-03,2020-09,Long-term migrant,Arrivals,Male,40-44 years,340
2006-03,2020-09,Long-term migrant,Arrivals,Female,45-49 years,147
2006-03,2020-09,Long-term migrant,Arrivals,Male,45-49 years,190
2006-03,2020-09,Long-term migrant,Arrivals,Female,5-9 years,228
2006-03,2020-09,Long-term migrant,Arrivals,Male,5-9 years,228
2006-03,2020-09,Long-term migrant,Arrivals,Female,50-54 years,138
2006-03,2020-09,Long-term migrant,Arrivals,Male,50-54 years,156
2006-03,2020-09,Long-term migrant,Arrivals,Female,55-59 years,124
2006-03,2020-09,Long-term migrant,Arrivals,Male,55-59 years,132
2006-03,2020-09,Long-term migrant,Arrivals,Female,60-64 years,97
2006-03,2020-09,Long-term migrant,Arrivals,Male,60-64 years,95
2006-03,2020-09,Long-term migrant,Arrivals,Female,65-69 years,63
2006-03,2020-09,Long-term migrant,Arrivals,Male,65-69 years,58
2006-03,2020-09,Long-term migrant,Arrivals,Female,70-74 years,47
2006-03,2020-09,Long-term migrant,Arrivals,Male,70-74 years,46
2006-03,2020-09,Long-term migrant,Arrivals,Female,75-79 years,29
2006-03,2020-09,Long-term migrant,Arrivals,Male,75-79 years,21
2006-03,2020-09,Long-term migrant,Arrivals,Female,80-84 years,16
2006-03,2020-09,Long-term migrant,Arrivals,Male,80-84 years,11
2006-03,2020-09,Long-term migrant,Arrivals,Female,85-89 years,7
2006-03,2020-09,Long-term migrant,Arrivals,Male,85-89 years,3
2006-03,2020-09,Long-term migrant,Arrivals,Female,90+ years,1
2006-03,2020-09,Long-term migrant,Arrivals,Male,90+ years,4
2006-03,2020-09,Long-term migrant,Departures,Female,0-4 years,265
2006-03,2020-09,Long-term migrant,Departures,Male,0-4 years,276
2006-03,2020-09,Long-term migrant,Departures,Female,10-14 years,109
